SISTEMINIS_NUMERIS;DEPARTAMENTAS;SUTARTIES_TIPAS;SUTARTIES_NUMERIS;SUDARYMO_METAI;SUTARTIES_PRADZIOS_DATA;SUTARTIES_PABAIGOS_DATA;TIEKEJAS;TIEKEJO_KODAS;SUTARTIES_APRASAS;SUTARTIES_SUMA
4388;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-2408-(2.1.4-SR);2012;13-DEC-12;12-DEC-14;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-2408-(2.1.4-SR) 2012.12.13.";9750
4389;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-2408-(2.1.4-SR);2012;13-DEC-12;12-DEC-14;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-2408-(2.1.4-SR) 2012.12.13.";9750
4390;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-2408-(2.1.4-SR);2012;13-DEC-12;12-DEC-14;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-2408-(2.1.4-SR) 2012.12.13.";9750
4391;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-2408-(2.1.4-SR);2012;13-DEC-12;31-DEC-14;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-2408-(2.1.4-SR) 2012.12.13.";9750
4392;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-2408-(2.1.4-SR);2012;13-DEC-12;31-DEC-14;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-2408-(2.1.4-SR) 2012.12.13.";9750
4393;"Vilniaus miesto savivaldybės administracija";"Įsakymas dėl našlaičiams skiriamos pašalpos";A15-2408-(2.1.4-SR);2012;13-DEC-12;12-DEC-14;nuasmeninta;nuasmeninta;"Įsakymas dėl vienkartinių išmokų įsikurti Nr. A15-2408-(2.1.4-SR) 2012.12.13.";9750
4434;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A64-6(3.10.22-SM);2013;11-FEB-13;11-FEB-14;"Idamas, UAB";125838158;"Vilniaus miesto gyvynų registracijos/identifikacijos bei bazės administravimo paslaugos sutartis";190000
4444;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";VD/UF-72/2013(1);2013;14-FEB-13;29-NOV-13;"Stebulė, UAB";122211549;"viešųjų darbų įgyvendinimo ir finansavimo sutartis";36900
4540;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-240(3.1.36-SR);2013;01-MAR-13;31-DEC-13;"Šv. Roko ligoninė, Viešoji įstaiga";224369680;"LĖŠŲ SKYRIMO SUTARTIS";168500
4478;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";"NR. VD/UF-139/2013(1)";2013;22-FEB-13;30-AUG-13;"Vilniaus miesto klinikinė ligoninė VšĮ";302692454;"viešųjų darbų įgyvendinimo ir finansavimo sutartis";4600
4542;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";72-217-(3.1.36-SR);2013;27-FEB-13;31-DEC-13;"Vilniaus jaunimo informacijos ir savanorystės centras, VšĮ";124362553;"LĖŠŲ SKYRIMO SUTARTIS";75600
4541;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-239(3.1.36-SR);2013;01-MAR-13;31-DEC-13;"Vilniaus miesto kompleksinių paslaugų centras „Šeimos slėnis“";191645111;"LĖŠŲ SKYRIMO SUTARTIS";329000
4577;"Vilniaus miesto savivaldybės administracija";Įsakymas;30-1006;2010;05-MAY-10;;"383-oji DNSB SUDERVĖLĖ";124782952;"Kompensacijos nukentėjusiems nuo Sausio 13";350000
4604;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A62-169(3.10.23-FN4);2012;11-DEC-12;08-JAN-13;"Švenčių studija, UAB";126060977;"Darbų atlikimo sutartis";19989.2
4603;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";a72-449(3.1.36-SR);2013;29-MAR-13;29-MAR-12;"Globos namai ""Užuovėja""";300836436;"SOCIALINĖS GLOBOS PASLAUGŲ TEIKIMO LIKUSIEMS BE TĖVŲ GLOBOS VAIKAMS, SOCIALINĖS RIZIKOS VAIKAMS SUTARTIS";
4605;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A68-4(3.10.23-FN4);2012;27-MAR-12;27-APR-12;"Unolita, UAB";124715067;"VAIZDO APARATŪROS PIRKIMO SUTARTIS";42772.29
4607;"Vilniaus miesto savivaldybės administracija";"Sutarties priedas";A64-17(3.10.22-FN4);2012;13-FEB-12;17-FEB-14;"Ciklonas, UAB";121729713;"Spausdinimo, kopijavimo, skenavimo ir kitų susijusių paslaugų pirkimo sutartis";200000
4353;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";"A72-1927 (2.9.3.9-UK6)";2012;31-DEC-12;01-JUL-13;"Centvalis, UAB";126200023;"Keleivių vežimo autobusais vietinio reguliaraus susisiekimo maršrutais paslaugos";
4427;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";"A64-7 (3.10.22-UK)";2013;13-FEB-13;13-FEB-16;"Toi toi Lietuva, UAB";110876434;"Vilniaus miesto biotualetų priežiūros paslaugos";
4552;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-358(3.1.36-SR);2013;22-MAR-13;31-DEC-13;"Vilniaus kurčiųjų sporto klubas Gestas";193191458;"SOCIALINĖS REABILITACIJOS PASLAUGŲ NEĮGALIESIEMS BENDRUOMENĖJE PROJEKTUI VYKDYTI 2013 METAIS LĖŠŲ PERVEDIMO IR NAUDOJIMO SUTARTIS";35000
4553;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-359(3.1.36-SR);2013;22-MAR-13;31-DEC-13;"Mažesnieji broliai";124542042;"SOCIALINĖS REABILITACIJOS PASLAUGŲ NEĮGALIESIEMS BENDRUOMENĖJE PROJEKTUI VYKDYTI 2013 METAIS LĖŠŲ PERVEDIMO IR NAUDOJIMO SUTARTIS";40000
4554;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-360(3.1.36-SR);2013;22-MAR-13;31-DEC-13;"Pagalbos ir informacijos šeimai tarnyba";301790792;"SOCIALINĖS REABILITACIJOS PASLAUGŲ NEĮGALIESIEMS BENDRUOMENĖJE PROJEKTUI VYKDYTI 2013 METAIS LĖŠŲ PERVEDIMO IR NAUDOJIMO SUTARTIS";120000
4555;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-361(3.1.36-SR);2013;22-MAR-13;31-DEC-13;"Visuomeninė organizacija ""Kūlgrindos klubas""";225087470;"SOCIALINĖS REABILITACIJOS PASLAUGŲ NEĮGALIESIEMS BENDRUOMENĖJE PROJEKTUI VYKDYTI 2013 METAIS LĖŠŲ PERVEDIMO IR NAUDOJIMO SUTARTIS";8000
4556;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-362(3.1.36-SR);2013;22-MAR-13;31-DEC-13;"Lietuvos specialiosios kūrybos draugija GUBOJA";190730936;"SOCIALINĖS REABILITACIJOS PASLAUGŲ NEĮGALIESIEMS BENDRUOMENĖJE PROJEKTUI VYKDYTI 2013 METAIS LĖŠŲ PERVEDIMO IR NAUDOJIMO SUTARTIS";50000
4557;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-363(3.1.36-SR);2013;22-MAR-13;31-DEC-13;"Vilniaus krašto žmonių su negalia sąjunga";191893217;"SOCIALINĖS REABILITACIJOS PASLAUGŲ NEĮGALIESIEMS BENDRUOMENĖJE PROJEKTUI VYKDYTI 2013 METAIS LĖŠŲ PERVEDIMO IR NAUDOJIMO SUTARTIS";45000
4558;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-364(3.1.36-SR);2013;22-MAR-13;31-DEC-13;"EPI draugija";125095950;"SOCIALINĖS REABILITACIJOS PASLAUGŲ NEĮGALIESIEMS BENDRUOMENĖJE PROJEKTUI VYKDYTI 2013 METAIS LĖŠŲ PERVEDIMO IR NAUDOJIMO SUTARTIS";30000
4560;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-354(3.1.36-SR);2013;22-MAR-13;31-DEC-13;"Nacionalinis socialinės integracijos institutas, VŠĮ";302326599;"SOCIALINĖS REABILITACIJOS PASLAUGŲ NEĮGALIESIEMS BENDRUOMENĖJE PROJEKTUI VYKDYTI 2013 METAIS LĖŠŲ PERVEDIMO IR NAUDOJIMO SUTARTIS";70000
4587;"Vilniaus miesto savivaldybės administracija";"Sutarties priedas";A64-12(3.10.22-UK);2013;06-MAR-13;06-MAR-15;"Darbasta, UAB";123436424;"Susitarimas dėl 2012-11-15 paslaugų sutarties Nr. A64-173(3.10.22-UK) pakeitimo";1235588.38
4588;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";"Nr. VD/UF-74/2013(1)";2013;14-FEB-13;29-NOV-13;"Labdaros ir paramos fondas ""Maisto bankas""";192015172;"viešųjų darbų įgyvendinimo ir finansavimo sutartis";15400
4592;"Vilniaus miesto savivaldybės administracija";"Skolų perleidimo įspėjimas";A50-12213;2013;03-APR-13;31-DEC-15;"Fegda, UAB";110801759;"skolų perėmimas Grinda A72-2191(3.1.36-UK) 2011.12.29 3372";304216.54
4593;"Vilniaus miesto savivaldybės administracija";"Skolų perleidimo įspėjimas";A50-12213/1;2013;03-APR-13;31-DEC-15;"Fegda, UAB";110801759;"skolų perėmimas Grinda A72-2189(3.1.36-UK) 2011.12.29 3370";517446.47
4594;"Vilniaus miesto savivaldybės administracija";"Skolų perleidimo įspėjimas";A50-12213/2;2013;03-APR-13;31-DEC-15;"Fegda, UAB";110801759;"skolų perėmimas Grinda A72-2182(3.1.36-UK) 2011.12.29 3365";48329.74
4440;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";VD/UF-71/2013(1);2013;14-FEB-13;29-NOV-13;"Vilniaus zunda, UAB";120126018;"viešųjų darbų įgyvendinimo ir finansavimo sutartis";33800
4441;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";VD/UF-70/2013(1);2013;14-FEB-13;29-NOV-13;"Grinda, UAB";120153047;"viešųjų darbų įgyvendinimo ir finansavimo sutartis";141400
4476;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";"Nr. VD/UF-140/2013(1)";2013;22-FEB-13;30-AUG-13;"VšĮ Vilniaus miesto klinikinės ligoninės Antakalnio filialas";302830193;"Viešųjų darbų įgyvendinimo ir finansavimo sutartis";4610
4498;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";29-43(1.2.16-AD4);2013;26-FEB-13;26-MAY-13;"Vilniaus policijos klubas vaikams ir jaunimui, VŠĮ";125453454;"Programos ""Jaunimo informavimo ir konsultavimo atvirų erdvių kūrimas"" įgyvendinimui pagal sutartį 29-43 (1.2.16.AD4)";35000
4523;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";"A68-8 (3.10.23-UK)";2013;20-MAR-13;29-APR-13;"Vizualinių komunikacijų studija, VšĮ";124631861;"Dvigubos spaudos poliesterinės vėliavėlės su koteliu";9991
4524;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";"A68-9 (3.10.23-UK)";2013;20-MAR-13;29-APR-13;"Vizualinių komunikacijų studija, VšĮ";124631861;"Tekstilės gaminiai su Vilniaus miesto simbolika";9982
4591;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";"nr. A72-323(2.17.1.10-EK6)";2013;18-MAR-13;01-JUL-13;"Jaunimo iniciatyva, VšĮ";124632582;"dėl lėšų skyrimo všį jaunimo iniciatyva projekto verslauk vykdymui";30000
4595;"Vilniaus miesto savivaldybės administracija";"Skolų perleidimo įspėjimas";A50-12213/3;2013;03-APR-13;31-DEC-15;"Fegda, UAB";110801759;"skolų perėmimas Grinda A72-2183(3.1.36-UK) 2011.12.29 3366";1411138.25
4600;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";Nr.A68-10(3.10.23-FN4);2013;20-MAR-13;20-APR-13;"Unolita, UAB";124715067;"Vaizdo suflerio pirkimo sutartis";4961
4349;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A64-196(3.10.22-SM);2012;19-DEC-12;19-DEC-13;"Viltechna, UAB";300858030;;464261.63
4350;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A68-49(3.10.23-SM);2012;20-DEC-12;20-DEC-13;"Kelemana, UAB";300630525;;149643.12
4394;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";"A62-1 (3.10.21-UK)";2013;18-JAN-13;18-JAN-16;"Vizualinių komunikacijų studija, VšĮ";124631861;"Keleivinio transporto stotelėse suolų įrengimo, išmontavimo ir suolų medinės dalies pakeitimo darbai";
4411;"Vilniaus miesto savivaldybės administracija";Įsakymas;30-1006;2010;05-MAY-10;;"197-oji DNSB";124981947;"Kompensacija Sausio 13 nukentėjusiems";350000
4422;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-47(3.1.36-SR);2013;16-JAN-13;15-JAN-12;"Slaugava, UAB";302573838;"SOCIALINĖS GLBOOS PASLAUGŲ TEIKIMO SENYVO AMŽIAUS IR NEĮGALIEMS ASMENIMS SUTARTIS";
4455;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A71-5(3.1.36-EK);2013;31-JAN-13;04-FEB-13;"Lietuvos parodų ir kongresų centras ""Litexpo"", UAB";120080713;"parodinio ploto pirkimas";40000
4497;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-281;2013;06-MAR-13;31-DEC-13;"Vilniaus senamiesčio atnaujinimo agentūra VŠĮ";124191166;"Vilniaus senamiesčio atnaujinimo agentūros veiklos finansavimas";330700
4619;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";VD/UF-83/2013(1);2013;14-FEB-13;29-NOV-13;"Psichikos sveikatos centras, VŠĮ";224244940;"viešųjų darbų įgyvendinimo ir finansavimo sutartis";9200
4620;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";VD/UF-79/2013(1);2013;14-FEB-13;29-NOV-13;"Valakupių reabilitacijos centras, VŠĮ";125015947;"viešųjų darbų įgyvendinimo ir finansavimo sutartis";9200
4621;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";VD/UF-80/2013(1);2013;14-FEB-13;29-NOV-13;"Lietuvos evangelikų reformatų bažnyčios- Unitas Lithuaniae-Sinodas";192100594;"viešųjų darbų įgyvendinimo ir finansavimo sutartis";6100
4622;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";Vd/UF-86/2013(1);2013;14-FEB-13;29-NOV-13;"VšĮ Grijos vaikai";300617008;"viešųjų darbų įgyvendinimo ir finansavimo sutartis";6100
4624;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";VD/UF-83/2013(1);2013;14-FEB-13;29-NOV-13;"Psichikos sveikatos centras, VŠĮ";224244940;"viešųjų darbų įgyvendinimo ir finansavimo sutartis";9200
4355;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";"A62-153 (3.10.21-UK)";2012;15-NOV-12;15-FEB-13;"ELMOVA, UAB";234007320;"""Gatvių apšvietimo įrengimas"" antros dalies ""susisiekimo komunikacijos ir kvartaliniai elektros tinklai Strelčiukų g. tarp 23 ir 31""";144614.27
4356;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";"A62-158 (3.10.21-UK)";2012;29-NOV-12;28-FEB-13;Bekma;186152362;"""Gatvių apšvietimo įrengimas"" pirmos dalies ""Tarandės gyv. namų kvartalo Dagiliškių, Pikutiškių, Masionių, Raisteniškių, Žalės, Baluosių, Tekliūnų, Žirgupės, Kamarausko gatvių apšvietimas""";54562.54
4357;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";"A62-160 (3.10.21-UK)";2012;30-NOV-12;28-FEB-12;"Vilniaus apšvietimas, UAB";120125820;"""Gatvių apšvietimo įrengimas"" antros dalies ""Kelmijos Sodų 1-osios g., Kelmijos Sodų 11-osios g., Kelmijos Sodų 15-osios g. apšvietimo tinklai""";186376.3
4358;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";"A62-161 (3.10.21-UK)";2012;30-NOV-12;30-JAN-13;"Vilniaus apšvietimas, UAB";120125820;"Paeglinės Sodų 1-osios ir Paeglinės Sodų 2-osios gatvių apšvietimo elektros tinklas";15815
4396;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A68-54(3.10.23-FN4);2012;28-DEC-12;28-DEC-13;"Lietuvos paštas, AB";121215587;"Laikraščių ir žurnalų prenumerata 2013 m.";40000
4398;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A64-134(3.10.22-AD13);2012;24-AUG-12;24-AUG-15;"Lietuvos paštas, AB";121215587;"Kurjerinių pašto siuntų paslaugos";30000
4494;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A68-53(3.10.23-SM)-N;2012;28-DEC-12;10-JAN-13;"Biznio mašinų kompanija, UAB";122266912;;10000
4528;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-343(3.1.36-SR);2013;21-MAR-13;31-DEC-13;"Labdaros ir paramos fondas ""Maisto bankas""";192015172;"NEVALSTYBINIŲ ORGANIZACIJŲ SOCIALINIŲ PROJEKTŲ FINANSAVIMO SUTARTIS";40000
4529;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-344(3.1.36-SR);2013;21-MAR-13;31-DEC-13;"Labdaros ir paramos fondas „Harė Krišna maistas kūnui ir sielai“";191759175;"NEVALSTYBINIŲ ORGANIZACIJŲ SOCIALINIŲ PROJEKTŲ FINANSAVIMO SUTARTIS";6900
4530;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-345(3.1.36-SR);2013;21-MAR-13;31-DEC-13;"Labdaros ir paramos fondas „Vilties centras“";192029688;"NEVALSTYBINIŲ ORGANIZACIJŲ SOCIALINIŲ PROJEKTŲ FINANSAVIMO SUTARTIS";90000
4531;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-346(3.1.36-SR);2013;21-MAR-13;31-DEC-13;"Vilniaus Arkivyskupijos Caritas";191677454;"NEVALSTYBINIŲ ORGANIZACIJŲ SOCIALINIŲ PROJEKTŲ FINANSAVIMO SUTARTIS";80000
4584;"Vilniaus miesto savivaldybės administracija";"Sutarties priedas";"A64-17 (3.10.22-UK)";2013;02-APR-13;02-APR-14;"BSS grupė UAB";302307442;"2011-08-23 Viešųjų kanalizuotų tualetų priežiūros paslaugų teikimo sutarties Nr. A64-94 (3.10.22-UK) pakeitimas";587464.37
4638;"Vilniaus miesto savivaldybės administracija";"Skolų perleidimo įspėjimas";A50-14126;2013;16-APR-13;31-DEC-15;"Stebulė, UAB";122211549;"skolų perėmimas Grinda A72-2183(3.1.36-UK) 2011.12.29 3366";3284424.68
4639;"Vilniaus miesto savivaldybės administracija";"Skolų perleidimo įspėjimas";A50-14126/1;2013;16-APR-13;31-DEC-15;"Stebulė, UAB";122211549;"skolų perėmimas Grinda A72-2189(3.1.36-UK) 2011.12.29 3370";3344353.4
4697;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-767(3.1.36-SR);2013;07-MAY-13;31-DEC-13;"BĮ Vilniaus m.savivaldybės visuomenės sveikatos biuras";301850606;"SVEIKATOS PRIEŽIŪROS MOKYKLOSE FINANSAVIMO SUTARTIS";1104400
4704;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-777(3.1.36-SR);2013;09-MAY-13;31-DEC-13;"Antavilių pensionatas";191784043;"VALSTYBĖS BIUDŽETO SPECIALIOSIOS TIKSLINĖS DOTACIJOS NAUDOJIMO SUTARTIS";1000000
4765;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";"A64-37 (3.10.22-UK)";2013;28-MAY-13;28-MAY-16;"Vilniaus zunda, UAB";120126018;"Vilniau miesto fontanų priežiūros paslaugos";
4776;"Vilniaus miesto savivaldybės administracija";"Finansavimo sutartis";A72-800(3.1.36-EK);2013;21-MAY-13;21-MAY-14;"VšĮ ""GO Vilnius""";123641468;"Lėšų skyrimo sutartis";100000
4802;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-1829;2012;19-DEC-12;13-APR-13;nuasmeninta;nuasmeninta;"Vilniaus miesto NKP vertinimo tarybos nario atlygintinų paaslaugų teikimas";
4803;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-680;2013;15-APR-13;15-APR-14;nuasmeninta;nuasmeninta;"Vilniaus miesto NKP vertinimo tarybos nario atlygintinų paslaugų teikimas";
4804;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-681;2013;15-APR-13;15-APR-14;nuasmeninta;nuasmeninta;"Vilniaus miesto NKP vertinimo tarybos nario atlygintinų paslaugų teikimas";
4805;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-675;2013;15-APR-13;15-APR-14;nuasmeninta;nuasmeninta;"Vilniaus miesto NKP vertinimo tarybos nario atlygintinų paslaugų teikimas";
4806;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-679;2013;15-APR-13;15-APR-14;nuasmeninta;nuasmeninta;"Vilniaus miesto NKP vertinimo tarybos nario atlygintinų paslaugų teikimas";
4807;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-674;2013;15-APR-13;15-APR-14;nuasmeninta;nuasmeninta;"Vilniaus miesto NKP vertinimo tarybos nario atlygintinų paslaugų teikimas";
4808;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-682;2013;15-APR-13;15-APR-14;nuasmeninta;nuasmeninta;"Vilniaus miesto NKP vertinimo tarybos nario atlygintinų paslaugų teikimas";
4809;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-678;2013;15-APR-13;15-APR-14;nuasmeninta;nuasmeninta;"Vilniaus miesto NKP vertinimo tarybos nario atlygintinų paslaugų teikimas";
4810;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-676;2013;15-APR-13;15-APR-14;nuasmeninta;nuasmeninta;"Vilniaus miesto NKP vertinimo tarybos nario atlygintinų paslaugų teikimas";
4641;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A64-45(3.1022-FN4);2012;17-APR-12;18-APR-13;"Vinita, UAB";122035161;"Paslaugų teikimo sutartis A64-45(3.10.22-FN4)";871.2
4673;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A64-26(3.10.22-SR);2013;30-APR-13;30-APR-16;"Menava, VŠĮ";124865622;"VILNIAUS MIESTO NEFROLOGINIŲ LIGONIŲ NUVEŽIMO Į IR IŠ GYDYMO ĮSTAIGŲ PASLAUGŲ TEIKIMO SUTARTIS";
4692;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";VD/UF-85/2013(1);2013;14-FEB-13;29-NOV-13;"Lietuvos žmonių su negalia sąjunga";191909625;"viešųjų darbų įgyvendinimo ir finansavimo sutartis";6100
4706;"Vilniaus miesto savivaldybės administracija";Įsakymas;A15-951(2.1.4-EK);2013;06-MAY-13;06-MAY-14;"Vilnius veža, VšĮ";302765265;"VšĮ Vilnius veža veiklos finansavimas";400000
4727;"Vilniaus miesto savivaldybės administracija";"Sutarties priedas";"A72-804 (3.1.36-UK)";2013;21-MAY-13;21-MAY-15;"Vilniaus Gedimino technikos universitetas";111950243;"2012-03-12 paslaugų teikimo sutarties Nr. A64-29 (3.10.22-UK) pratęsimas";
4749;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A68-17(3.10.23-FN4);2013;17-MAY-13;31-DEC-13;"Kesko Senukai Lithuania, UAB";234376520;"Įrankiai, hgienos ir apsauginės priemonės viešųjų darbų programai vykdyti";29752
4767;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A64-38(3.10.22-EK);2013;28-MAY-13;28-MAY-14;"Mano Būstas Vilnius (Naujamiesčio būstas), UAB";121452091;"Dėl pastato Moniuškos g. 27 administravimo";9999.44
4769;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-809(3.1.36-SR);2013;21-MAY-13;21-MAY-12;"Veisiejų socialinės globos namai";188720212;"SOCIALINĖS GLOBOS PASLAUGŲ TEIKIMO SENYVO AMŽIAUS IR NEĮGALIEMS ASMENIMS SUTARTIS";
4771;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A64-42(3.10.22-FN4);2013;31-MAY-13;10-JUN-13;"Show production, VšĮ";302891812;;5000
4801;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-1830;2012;19-DEC-12;19-DEC-13;nuasmeninta;nuasmeninta;"Vilniaus miesto NKP vertinimo tarybos nario atlygintinų paslaugų teikimas";
4843;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A72-867(2.8.2.1-EK8);2013;18-FEB-13;18-FEB-14;nuasmeninta;nuasmeninta;"Eksperto paslaugų teikimo sutartis";10000
4867;"Vilniaus miesto savivaldybės administracija";"Viešasis pirkimas";A62-14(3.10.21-FN4);2013;04-JUN-13;04-JUL-13;"Stebulė, UAB";122211549;"Verkių seniūnijos  sporto aikštelių ir jų įrangos remonto, atnaujinimo darbai";9976.45
4907;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-883(3.1.36-SR);2013;14-JUN-13;31-DEC-13;"Odos ir veneros ligų centras, VŠĮ";124368435;"Privalomojo sveikatos draudimo fondo lėšų naudojimo sutartis";70000
4908;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-1024(3.1.36-SR);2013;09-JUL-13;31-DEC-13;"ŽIV ir AIDS paveiktų moterų bei jų artimųjų asociacija";125407072;"Vilniaus miesto savivaldybės visuomenės sveikatos programos vykdymo ir biudžeto lėšų tikslinio naudojimo sutartis";9000
4909;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-1026(3.1.36-SR);2013;07-JUL-13;31-DEC-13;"Vilniaus vaikų ir jaunimo meno galerija VŠĮ";300024075;"Vilniaus miesto savivaldybės visuomenės sveikatos programos vykdymo ir biudžeto lėšų tikslinio naudojimo sutartis";7000
4910;"Vilniaus miesto savivaldybės administracija";"Kiti pirkimai";A72-1027(3.1.36-SR);2013;09-JUL-13;31-DEC-13;"VšĮ Vaikų linija";300592971;"Vilniaus miesto savivaldybės visuomenės sveikatos programos vykdymo ir biudžeto lėšų tikslinio naudojimo sutartis";32000
4731;"Vilniaus miesto savivaldybės administracija";"Sutarties priedas";29-72(1.2.16-AD4);2013;16-APR-13;31-DEC-13;"Vilniaus kurčiųjų reabilitacijos centras";125297336;"Pagal jaunimo programų finansavimo sutarties nr. 29-178(1.2.16-AD4) pratęsimą (įsakymo nr. 30-692)";4000
4732;"Vilniaus miesto savivaldybės administracija";"Sutarties priedas";29-73(1.2.16-AD4);2013;16-APR-13;31-DEC-13;"Lietuvos jaunųjų krikščionių  sąjunga";191926546;"Pagal jaunimo programų finansavimo sutarties nr. 29-180(1.2.16-AD4) pratęsimą (įsakymo nr. 30-692)";7000
4733;"Vilniaus miesto savivaldybės administracija";"Sutarties priedas";29-78(1.2.16-AD4);2013;05-APR-13;31-DEC-13;"Viešoji įstaiga ""Sėkmės mokykla""";301894563;"Pagal jaunimo programų finansavimo sutarties nr. 29-198(1.2.16-AD4) pratęsimą (įsakymo nr. 30-692)";4000
