ORG_ID;PASKOLOS_DAVEJAS;SUTARTIES_NR;PASKOLOS_KLASIFIKACIJA;SKOLOS_TIPAS;VALIUTA;INVOICE_NUM;DOK_METAI;PERIODAS;DOK_DK_DATA;DOK_TYPE;INVOICE_TYPE;DOK_NR;APYVARTOS_TIPAS
119;"Nordic Investment Bank";L15;S;PASKOLA;EUR;L15;2009;200906;09-JUN-09;Įsipareigojimas;Standard;L15;Įsipareigojimas;20000000
119;"Nordic Investment Bank";L15;S;PALUKANOS;EUR;L15/palūk;2009;200911;06-NOV-09;Įsipareigojimas;Standard;L15/palūk;Įsipareigojimas;350186.67
119;"Nordic Investment Bank";L15;S;PALUKANOS;EUR;L15/keitimo/02;2009;200910;09-OCT-09;Įsipareigojimas;Standard;L15/keitimo/02;Įsipareigojimas;1500
119;"SEB bankas";A64-40/001061201023-21;S;PALUKANOS;LTL;"SEB A64-40/4";2009;200912;31-DEC-09;Įsipareigojimas;Standard;"SEB A64-40/4";Įsipareigojimas;149540.73
119;"SEB bankas";0020312020094/09;S;PALUKANOS;LTL;palūk/09/12;2009;200912;31-DEC-09;Įsipareigojimas;Standard;palūk/09/12;Įsipareigojimas;12686.55
119;"SEB bankas";0040512020516-05;S;PALUKANOS;LTL;palūk/516;2009;200912;31-DEC-09;Įsipareigojimas;Standard;palūk/516;Įsipareigojimas;13958.84
119;"SEB bankas";0040512020517-05;S;PALUKANOS;LTL;"palūk 517";2009;200912;31-DEC-09;Įsipareigojimas;Standard;"palūk 517";Įsipareigojimas;12357.47
119;"Nordea Bank AB Lietuvos skyrius";KS04/07/05;S;PALUKANOS;LTL;"palū 10/01";2010;201001;04-JAN-10;Įsipareigojimas;Standard;"palū 10/01";Įsipareigojimas;20475.45
119;"Nordea Bank AB Lietuvos skyrius";KS04/07/05;S;PALUKANOS;LTL;"pal 05/02";2010;201002;01-FEB-10;Įsipareigojimas;Standard;"pal 05/02";Įsipareigojimas;16019.02
119;"SEB bankas";0020312020094/09;S;PALUKANOS;LTL;palūkan/09/08;2009;200908;31-AUG-09;Įsipareigojimas;Standard;palūkan/09/08;Įsipareigojimas;15100.92
119;"SEB bankas";0040512020517-05;S;PALUKANOS;LTL;"palūk seb 517/08";2009;200908;31-AUG-09;Įsipareigojimas;Standard;"palūk seb 517/08";Įsipareigojimas;12872.35
119;"SEB bankas";0040512020516-05;S;PALUKANOS;LTL;palūk/516/08;2009;200908;31-AUG-09;Įsipareigojimas;Standard;palūk/516/08;Įsipareigojimas;14540.47
119;"SEB bankas";0040512020516-05;S;PALUKANOS;LTL;"pal. 516/01";2010;201001;29-JAN-10;Įsipareigojimas;Standard;"pal. 516/01";Įsipareigojimas;13752.47
119;ERPB;22826;S;PALUKANOS;EUR;erpb/01;2010;201002;03-FEB-10;Įsipareigojimas;Standard;erpb/01;Įsipareigojimas;19538.64
119;"Nordea Bank AB Lietuvos skyrius";KS02/07/02;S;PALUKANOS;LTL;"pal 02/01";2010;201002;08-FEB-10;Įsipareigojimas;Standard;"pal 02/01";Įsipareigojimas;59371.28
119;"Nordea Bank AB Lietuvos skyrius";KS04/07/05;S;PALUKANOS;LTL;Palūk./05/03;2010;201003;01-MAR-10;Įsipareigojimas;Standard;Palūk./05/03;Įsipareigojimas;16019.02
119;"SEB bankas";A64-19(3.4.-FN-1);S;PALUKANOS;LTL;"seb A64-19/01";2010;201002;08-FEB-10;Įsipareigojimas;Standard;"seb A64-19/01";Įsipareigojimas;1031411.85
119;"SEB bankas";0020312020094/09;S;PALUKANOS;LTL;palūk/09/10/02;2010;201002;26-FEB-10;Įsipareigojimas;Standard;palūk/09/10/02;Įsipareigojimas;8263.14
119;"SEB bankas";0040512020517-05;S;PALUKANOS;LTL;palūk/517/10/02;2010;201002;26-FEB-10;Įsipareigojimas;Standard;palūk/517/10/02;Įsipareigojimas;9117.15
119;"SEB bankas";0040512020516-05;S;PALUKANOS;LTL;palūk/516/10/02;2010;201002;26-FEB-10;Įsipareigojimas;Standard;palūk/516/10/02;Įsipareigojimas;10283.54
119;"LR finansų ministerija";235;V;PALUKANOS;USD;"FINMIN 235/01";2010;201003;31-MAR-10;Įsipareigojimas;Standard;"FINMIN 235/01";Įsipareigojimas;7617.97
119;"SEB bankas";A64-40/001061201023-21;S;PALUKANOS;LTL;"SeB A64-40/01";2010;201003;31-MAR-10;Įsipareigojimas;Standard;"SeB A64-40/01";Įsipareigojimas;154591.59
119;"Nordea Bank AB Lietuvos skyrius";KS04/07/05;S;PALUKANOS;LTL;pal/05/04;2010;201004;01-APR-10;Įsipareigojimas;Standard;pal/05/04;Įsipareigojimas;17735.34
114;"LR finansų ministerija";250;V;PALUKANOS;USD;6K-0908488/palukanos;2009;200908;24-AUG-09;Įsipareigojimas;Standard;6K-0908488/palukanos;Įsipareigojimas;31153.12
119;"SEB bankas";A64-34/0040712021596-21;S;PALUKANOS;LTL;"SEB 64-34/01";2010;201004;27-APR-10;Įsipareigojimas;Standard;"SEB 64-34/01";Įsipareigojimas;2195295.46
119;"SEB bankas";0040512020517-05;S;PALUKANOS;LTL;palūk/517/10/04;2010;201004;30-APR-10;Įsipareigojimas;Standard;palūk/517/10/04;Įsipareigojimas;9626.82
119;"SEB bankas";0040512020516-05;S;PALUKANOS;LTL;pal/516/10/04;2010;201004;30-APR-10;Įsipareigojimas;Standard;pal/516/10/04;Įsipareigojimas;10858.4
119;"SEB bankas";0020312020094/09;S;PALUKANOS;LTL;pal/09/10/04;2010;201004;30-APR-10;Įsipareigojimas;Standard;pal/09/10/04;Įsipareigojimas;8169.46
119;ERPB;22826;S;PALUKANOS;EUR;ERPB/10/02;2010;201005;05-MAY-10;Įsipareigojimas;Standard;ERPB/10/02;Įsipareigojimas;17454.09
119;"Nordea Bank AB Lietuvos skyrius";KS04/07/05;S;PALUKANOS;LTL;"pal. 10/04";2010;201005;05-MAY-10;Įsipareigojimas;Standard;"pal. 10/04";Įsipareigojimas;16405.05
119;"Nordic Investment Bank";L15;S;PALUKANOS;EUR;L5003/10/01;2010;201005;07-MAY-10;Įsipareigojimas;Standard;L5003/10/01;Įsipareigojimas;345901.11
111;"Nordea finance Lithuania, UAB";20040205;V;PALUKANOS;LTL;NFL144077;2010;201001;01-JAN-10;Įsipareigojimas;Standard;NFL144077;Įsipareigojimas;17705.58
111;"LR finansų ministerija";250;V;PALUKANOS;USD;6K-1001514;2010;201002;17-FEB-10;Įsipareigojimas;Standard;6K-1001514;Įsipareigojimas;27767.16
111;"LR finansų ministerija";250;V;PALUKANOS;USD;6K-1001514*;2010;201002;17-FEB-10;Įsipareigojimas;Standard;6K-1001514*;Įsipareigojimas;344.87
111;"Nordea finance Lithuania, UAB";20040205;V;LIZINGAS;LTL;SUT.20040205.;2010;201001;01-JAN-10;Įsipareigojimas;Standard;SUT.20040205.;Įsipareigojimas;1204461.37
111;"Swedbank lizingas, UAB";LT026492;V;LIZINGAS;LTL;SUT.LT026492.;2010;201001;01-JAN-10;Įsipareigojimas;Standard;SUT.LT026492.;Įsipareigojimas;4578376.46
111;"Swedbank lizingas, UAB";LT026493;V;LIZINGAS;LTL;SUT.LT026493.;2010;201001;01-JAN-10;Įsipareigojimas;Standard;SUT.LT026493.;Įsipareigojimas;1583013.99
111;"Nordea finance Lithuania, UAB";20040205;V;PALUKANOS;LTL;NFL185292;2010;201001;01-JAN-10;Įsipareigojimas;Standard;NFL185292;Įsipareigojimas;1754.06
111;"Nordea finance Lithuania, UAB";20040205;V;PALUKANOS;LTL;NFL157442/1;2010;201001;01-JAN-10;Įsipareigojimas;Standard;NFL157442/1;Įsipareigojimas;13375.59
111;"Nordea finance Lithuania, UAB";20040205;V;PALUKANOS;LTL;NLF174846/1;2010;201001;01-JAN-10;Įsipareigojimas;Standard;NLF174846/1;Įsipareigojimas;3498.07
111;"Swedbank lizingas, UAB";LT026493;V;PALUKANOS;LTL;LS002710862;2010;201001;01-JAN-10;Įsipareigojimas;Standard;LS002710862;Įsipareigojimas;7679.76
111;"Swedbank lizingas, UAB";LT026493;V;PALUKANOS;LTL;LS0002710861;2010;201001;01-JAN-10;Įsipareigojimas;Standard;LS0002710861;Įsipareigojimas;22211.33
111;"Swedbank lizingas, UAB";LT026492;V;PALUKANOS;LTL;LS0002465282;2010;201001;01-JAN-10;Įsipareigojimas;Standard;LS0002465282;Įsipareigojimas;67128.48
111;"Swedbank lizingas, UAB";LT026493;V;PALUKANOS;LTL;LS0002582872;2010;201001;01-JAN-10;Įsipareigojimas;Standard;LS0002582872;Įsipareigojimas;8917.58
111;"Swedbank lizingas, UAB";LT026493;V;PALUKANOS;LTL;LS0002441478;2010;201001;01-JAN-10;Įsipareigojimas;Standard;LS0002441478;Įsipareigojimas;23210.26
111;"Swedbank lizingas, UAB";LT026492;V;PALUKANOS;LTL;LS0002582871;2010;201001;01-JAN-10;Įsipareigojimas;Standard;LS0002582871;Įsipareigojimas;25791.34
111;"LR finansų ministerija";250;V;PASKOLA;USD;"RAŠTAS 97 05";2009;200912;31-DEC-09;Įsipareigojimas;Standard;"RAŠTAS 97 05";Įsipareigojimas;2025752.45
119;"SEB bankas";0040512020517-05;S;PALUKANOS;LTL;pal/517/10/05;2010;201005;31-MAY-10;Įsipareigojimas;Standard;pal/517/10/05;Įsipareigojimas;9655.13
119;"SEB bankas";0040512020516-05;S;PALUKANOS;LTL;palūk/516/10/05;2010;201005;31-MAY-10;Įsipareigojimas;Standard;palūk/516/10/05;Įsipareigojimas;10890.34
119;"SEB bankas";0020312020094/09;S;PALUKANOS;LTL;palūk/09/10/05;2010;201005;31-MAY-10;Įsipareigojimas;Standard;palūk/09/10/05;Įsipareigojimas;7901.42
119;"Nordea Bank AB Lietuvos skyrius";KS04/07/05;S;PALUKANOS;LTL;palūk/05/10/05;2010;201006;01-JUN-10;Įsipareigojimas;Standard;palūk/05/10/05;Įsipareigojimas;14867.07
119;"LR finansų ministerija";29;S;PASKOLA;LTL;29;2009;200909;30-SEP-09;Įsipareigojimas;Standard;29;Įsipareigojimas;15000000
119;"Nordea Bank AB Lietuvos skyrius";KS04/07/05;S;PALUKANOS;LTL;pal/05/07;2010;201007;01-JUL-10;Įsipareigojimas;Standard;pal/05/07;Įsipareigojimas;15379.7
119;"SEB bankas";0040512020517-05;S;PALUKANOS;LTL;pal/517/10/06;2010;201006;30-JUN-10;Įsipareigojimas;Standard;pal/517/10/06;Įsipareigojimas;9343.66
119;"SEB bankas";0040512020516-05;S;PALUKANOS;LTL;pal/516/10/06;2010;201006;30-JUN-10;Įsipareigojimas;Standard;pal/516/10/06;Įsipareigojimas;10539.05
119;"SEB bankas";0020312020094/09;S;PALUKANOS;LTL;pal/10/09/06;2010;201006;30-JUN-10;Įsipareigojimas;Standard;pal/10/09/06;Įsipareigojimas;7664.18
119;"SEB bankas";A64-40/001061201023-21;S;PALUKANOS;LTL;A64-40/10/06;2010;201006;30-JUN-10;Įsipareigojimas;Standard;A64-40/10/06;Įsipareigojimas;115439.57
119;"SEB bankas";0040512020516-05;S;PALUKANOS;LTL;Pa/516/10/07;2010;201007;30-JUL-10;Įsipareigojimas;Standard;Pa/516/10/07;Įsipareigojimas;10379.36
119;"SEB bankas";0020312020094/09;S;PALUKANOS;LTL;pal/09/10/07;2010;201007;30-JUL-10;Įsipareigojimas;Standard;pal/09/10/07;Įsipareigojimas;7342.93
119;"SEB bankas";0040512020517-05;S;PALUKANOS;LTL;pal/517/10/07;2010;201007;30-JUL-10;Įsipareigojimas;Standard;pal/517/10/07;Įsipareigojimas;9202.09
119;"Nordea Bank AB Lietuvos skyrius";KS04/07/05;S;PALUKANOS;LTL;KS04/07/05/10.07;2010;201008;02-AUG-10;Įsipareigojimas;Standard;KS04/07/05/10.07;Įsipareigojimas;15493.65
119;ERPB;22826;S;PALUKANOS;EUR;ERPB/10/03;2010;201008;05-AUG-10;Įsipareigojimas;Standard;ERPB/10/03;Įsipareigojimas;17235.94
119;"Nordea Bank AB Lietuvos skyrius";KS02/07/02;S;PALUKANOS;LTL;"pal 02/08/10";2010;201008;09-AUG-10;Įsipareigojimas;Standard;"pal 02/08/10";Įsipareigojimas;44011.43
119;"SEB bankas";A64-19(3.4.-FN-1);S;PALUKANOS;LTL;sebA64-19/02;2010;201008;06-AUG-10;Įsipareigojimas;Standard;sebA64-19/02;Įsipareigojimas;874505.22
119;"SEB bankas";0040512020516-05;S;PALUKANOS;LTL;"pal. 516/02";2010;201001;29-JAN-10;Įsipareigojimas;Standard;"pal. 516/02";Įsipareigojimas;9671.43
119;"SEB bankas";0040512020517-05;S;PALUKANOS;LTL;"pal 517/01v2";2010;201001;29-JAN-10;Įsipareigojimas;Standard;"pal 517/01v2";Įsipareigojimas;12174.74
111;"LR finansų ministerija";250;V;PALUKANOS;USD;6K-1007673;2010;201008;19-AUG-10;Įsipareigojimas;Standard;6K-1007673;Įsipareigojimas;24381.2
119;"Nordea Bank AB Lietuvos skyrius";KS04/07/05;S;PALUKANOS;LTL;palū/10/08/05;2010;201009;01-SEP-10;Įsipareigojimas;Standard;palū/10/08/05;Įsipareigojimas;14525.27
119;"SEB bankas";0040512020516-05;S;PALUKANOS;LTL;pal/516/08;2010;201008;31-AUG-10;Įsipareigojimas;Standard;pal/516/08;Įsipareigojimas;12183.96
119;"SEB bankas";0040512020517-05;S;PALUKANOS;LTL;pal/517/08;2010;201008;31-AUG-10;Įsipareigojimas;Standard;pal/517/08;Įsipareigojimas;10787.62
119;"SEB bankas";0020312020094/09;S;PALUKANOS;LTL;pal/09/08;2010;201009;01-SEP-10;Įsipareigojimas;Standard;pal/09/08;Įsipareigojimas;6807.89
119;"LR finansų ministerija";235;V;PALUKANOS;USD;"FINMIN 235/03";2010;201009;30-SEP-10;Įsipareigojimas;Standard;"FINMIN 235/03";Įsipareigojimas;7070.6
119;"Nordea Bank AB Lietuvos skyrius";KS04/07/05;S;PALUKANOS;LTL;pal/05/10/03;2010;201010;01-OCT-10;Įsipareigojimas;Standard;pal/05/10/03;Įsipareigojimas;14525.27
119;"SEB bankas";0040512020516-05;S;PALUKANOS;LTL;pal/516/10/09;2010;201009;30-SEP-10;Įsipareigojimas;Standard;pal/516/10/09;Įsipareigojimas;11850.01
119;"SEB bankas";0040512020517-05;S;PALUKANOS;LTL;pal/517/10/09;2010;201009;30-SEP-10;Įsipareigojimas;Standard;pal/517/10/09;Įsipareigojimas;10490.3
119;"SEB bankas";0020312020094/09;S;PALUKANOS;LTL;pal/10/09;2010;201009;30-SEP-10;Įsipareigojimas;Standard;pal/10/09;Įsipareigojimas;6588.29
119;"SEB bankas";A64-40/001061201023-21;S;PALUKANOS;LTL;seb/64-40/10;2010;201009;30-SEP-10;Įsipareigojimas;Standard;seb/64-40/10;Įsipareigojimas;89783.81
119;"Nordic Investment Bank";L5248;S;PALUKANOS;EUR;L5248aptarn/03;2010;201010;01-OCT-10;Įsipareigojimas;Standard;L5248aptarn/03;Įsipareigojimas;59835.96
119;"LR finansų ministerija";18;S;PALUKANOS;LTL;Palūk/trump/Nr.18;2010;201010;15-OCT-10;Įsipareigojimas;Standard;Palūk/trump/Nr.18;Įsipareigojimas;228390.4
119;"LR finansų ministerija";29;S;PALUKANOS;LTL;trum/29/palū;2010;201010;15-OCT-10;Įsipareigojimas;Standard;trum/29/palū;Įsipareigojimas;100479.45
119;"SEB bankas";A64-34/0040712021596-21;S;PALUKANOS;LTL;SEBA64-34/10/02;2010;201010;25-OCT-10;Įsipareigojimas;Standard;SEBA64-34/10/02;Įsipareigojimas;2069784.97
119;"Nordea Bank AB Lietuvos skyrius";KS04/07/05;S;PALUKANOS;LTL;palūk/10/05/10;2010;201011;02-NOV-10;Įsipareigojimas;Standard;palūk/10/05/10;Įsipareigojimas;16803.98
119;"SEB bankas";0040512020516-05;S;PALUKANOS;LTL;palūk/516/10/10;2010;201010;29-OCT-10;Įsipareigojimas;Standard;palūk/516/10/10;Įsipareigojimas;12075.71
119;"SEB bankas";0040512020517-05;S;PALUKANOS;LTL;pal/517/10/10;2010;201010;29-OCT-10;Įsipareigojimas;Standard;pal/517/10/10;Įsipareigojimas;10689.17
119;"SEB bankas";0020312020094/09;S;PALUKANOS;LTL;PAL/09/10/10;2010;201010;29-OCT-10;Įsipareigojimas;Standard;PAL/09/10/10;Įsipareigojimas;6108.23
119;ERPB;22826;S;PALUKANOS;EUR;ERPB/10/04;2010;201011;03-NOV-10;Įsipareigojimas;Standard;ERPB/10/04;Įsipareigojimas;18204.43
119;"Nordic Investment Bank";L15;S;PALUKANOS;EUR;L15/pal/2010/02;2010;201011;10-NOV-10;Įsipareigojimas;Standard;L15/pal/2010/02;Įsipareigojimas;332509.12
119;"Nordic Investment Bank";L5248;S;PASKOLA;EUR;L5248/gauta;2010;201011;10-NOV-10;Įsipareigojimas;Standard;L5248/gauta;Įsipareigojimas;4344300.28
119;"SEB bankas";0020312020094/09;S;PALUKANOS;LTL;palūk/09/10/11;2010;201011;30-NOV-10;Įsipareigojimas;Standard;palūk/09/10/11;Įsipareigojimas;5353.6
119;"SEB bankas";0040512020517-05;S;PALUKANOS;LTL;palūl/517/11/10;2010;201011;30-NOV-10;Įsipareigojimas;Standard;palūl/517/11/10;Įsipareigojimas;9990.78
119;"Nordea Bank AB Lietuvos skyrius";KS04/07/05;S;PALUKANOS;LTL;palūk./10/05/12;2010;201012;01-DEC-10;Įsipareigojimas;Standard;palūk./10/05/12;Įsipareigojimas;15228.6
119;"SEB bankas";0040512020516-05;S;PALUKANOS;LTL;pal/10/516/11;2010;201011;30-NOV-10;Įsipareigojimas;Standard;pal/10/516/11;Įsipareigojimas;11285.72
119;"LR finansų ministerija";677;V;PASKOLA;EUR;Finmin677/gavim;2010;201011;10-NOV-10;Įsipareigojimas;Standard;Finmin677/gavim;Įsipareigojimas;122429.24
119;"LR finansų ministerija";677;V;PASKOLA;EUR;Finmin677/2gavin;2010;201012;02-DEC-10;Įsipareigojimas;Standard;Finmin677/2gavin;Įsipareigojimas;61413.92
119;"LR finansų ministerija";"NR. 620";V;PASKOLA;EUR;VV/620/5/gav;2010;201012;21-DEC-10;Įsipareigojimas;Standard;VV/620/5/gav;Įsipareigojimas;284089.75
119;"LR finansų ministerija";"NR. 620";V;PASKOLA;EUR;VV620/gavim;2010;201006;16-JUN-10;Įsipareigojimas;Standard;VV620/gavim;Įsipareigojimas;2076668.84
119;"LR finansų ministerija";"NR. 620";V;PASKOLA;EUR;VV620/2gavimas;2010;201010;26-OCT-10;Įsipareigojimas;Standard;VV620/2gavimas;Įsipareigojimas;167915
119;"LR finansų ministerija";"NR. 620";V;PASKOLA;EUR;VV620/3gav.;2010;201011;16-NOV-10;Įsipareigojimas;Standard;VV620/3gav.;Įsipareigojimas;268152.58
119;"LR finansų ministerija";"NR. 620";V;PASKOLA;EUR;VV620/4gavim.4;2010;201012;06-DEC-10;Įsipareigojimas;Standard;VV620/4gavim.4;Įsipareigojimas;373127.23
119;"Nordea Bank AB Lietuvos skyrius";KS04/07/05;S;PALUKANOS;LTL;"palūk/11 /01";2011;201101;03-JAN-11;Įsipareigojimas;Standard;"palūk/11 /01";Įsipareigojimas;17329.12
119;"SEB bankas";0040512020517-05;S;PALUKANOS;LTL;paluk/517/10/12;2010;201012;31-DEC-10;Įsipareigojimas;Standard;paluk/517/10/12;Įsipareigojimas;10323.8
119;"SEB bankas";0020312020094/09;S;PALUKANOS;LTL;palū/10/09/12;2010;201012;31-DEC-10;Įsipareigojimas;Standard;palū/10/09/12;Įsipareigojimas;5757.44
119;"SEB bankas";0040512020516-05;S;PALUKANOS;LTL;pal/517/10/12;2010;201012;31-DEC-10;Įsipareigojimas;Standard;pal/517/10/12;Įsipareigojimas;11661.9
119;"SEB bankas";A64-40/001061201023-21;S;PALUKANOS;LTL;Seb/64-40/10/12;2010;201012;31-DEC-10;Įsipareigojimas;Standard;Seb/64-40/10/12;Įsipareigojimas;129096.19
119;"Nordea Bank AB Lietuvos skyrius";KS04/07/05;S;PALUKANOS;LTL;palūk/11/02;2011;201102;01-FEB-11;Įsipareigojimas;Standard;palūk/11/02;Įsipareigojimas;14276.81
119;"SEB bankas";0020312020094/09;S;PALUKANOS;LTL;palūk/09/2011/01;2011;201102;01-FEB-11;Įsipareigojimas;Standard;palūk/09/2011/01;Įsipareigojimas;5690.56
119;"SEB bankas";0040512020517-05;S;PALUKANOS;LTL;pal/517/2011/01;2011;201101;31-JAN-11;Įsipareigojimas;Standard;pal/517/2011/01;Įsipareigojimas;10207.24
119;"SEB bankas";0040512020516-05;S;PALUKANOS;LTL;pal/516/2011/01;2011;201101;31-JAN-11;Įsipareigojimas;Standard;pal/516/2011/01;Įsipareigojimas;11530.25
119;ERPB;22826;S;PALUKANOS;EUR;erpb/2011/01;2011;201102;02-FEB-11;Įsipareigojimas;Standard;erpb/2011/01;Įsipareigojimas;18286.42
119;"Nordea Bank AB Lietuvos skyrius";KS02/07/02;S;PALUKANOS;LTL;pal8k/02/2011/01;2011;201102;07-FEB-11;Įsipareigojimas;Standard;pal8k/02/2011/01;Įsipareigojimas;39365.93
119;"SEB bankas";A64-19(3.4.-FN-1);S;PALUKANOS;LTL;SEBA64-19/2011/01;2011;201102;07-FEB-11;Įsipareigojimas;Standard;SEBA64-19/2011/01;Įsipareigojimas;963649.51
111;"LR finansų ministerija";250;V;PALUKANOS;USD;6K-1101909;2011;201102;19-FEB-11;Įsipareigojimas;Standard;6K-1101909;Įsipareigojimas;20995.24
119;"Nordea Bank AB Lietuvos skyrius";KS04/07/05;S;PALUKANOS;LTL;palūk/2011/03;2011;201103;01-MAR-11;Įsipareigojimas;Standard;palūk/2011/03;Įsipareigojimas;13784.51
119;"SEB bankas";0020312020094/09;S;PALUKANOS;LTL;pal/09/02/2011;2011;201102;28-FEB-11;Įsipareigojimas;Standard;pal/09/02/2011;Įsipareigojimas;4451.21
119;"SEB bankas";0040512020516-05;S;PALUKANOS;LTL;pal/516/2011/02;2011;201102;28-FEB-11;Įsipareigojimas;Standard;pal/516/2011/02;Įsipareigojimas;11423.52
119;"SEB bankas";0040512020517-05;S;PALUKANOS;LTL;pal/517/2011/02;2011;201102;28-FEB-11;Įsipareigojimas;Standard;pal/517/2011/02;Įsipareigojimas;10102.27
119;"LR finansų ministerija";"NR. 620";V;PALUKANOS;EUR;palūk.2011/620/01.;2011;201103;10-MAR-11;Įsipareigojimas;Standard;palūk.2011/620/01.;Įsipareigojimas;73374.81
119;"LR finansų ministerija";677;V;PALUKANOS;EUR;palū/677/01/.;2011;201103;10-MAR-11;Įsipareigojimas;Standard;palū/677/01/.;Įsipareigojimas;2952.24
119;"LR finansų ministerija";691;V;PALUKANOS;EUR;pal/691/01;2011;201103;10-MAR-11;Įsipareigojimas;Standard;pal/691/01;Įsipareigojimas;6347.33
119;"LR finansų ministerija";"NR. 620";V;PASKOLA;EUR;finminVV620/2011/gavimas;2011;201103;16-MAR-11;Įsipareigojimas;Standard;finminVV620/2011/gavimas;Įsipareigojimas;184046.47
119;"LR finansų ministerija";"NR. 620";V;PASKOLA;EUR;FinminVV620/2011/gavimas;2011;201103;16-MAR-11;Įsipareigojimas;Standard;FinminVV620/2011/gavimas;Įsipareigojimas;19322.86
119;"LR finansų ministerija";677;V;PASKOLA;EUR;FinMin/677/gavimas;2010;201012;16-DEC-10;Įsipareigojimas;Standard;FinMin/677/gavimas;Įsipareigojimas;58382.19
119;"LR finansų ministerija";"NR. 620";V;PASKOLA;EUR;FinminVV/620/gavimas;2011;201101;24-JAN-11;Įsipareigojimas;Standard;FinminVV/620/gavimas;Įsipareigojimas;288694.01
119;"LR finansų ministerija";677;V;PASKOLA;EUR;Finmin/677/gauta2011;2011;201101;06-JAN-11;Įsipareigojimas;Standard;Finmin/677/gauta2011;Įsipareigojimas;2172.15
119;"LR finansų ministerija";677;V;PASKOLA;EUR;Finmin/677/gavimas;2010;201012;31-DEC-10;Įsipareigojimas;Standard;Finmin/677/gavimas;Įsipareigojimas;8593.08
119;"LR finansų ministerija";691;V;PASKOLA;EUR;Finmin/691/gavimas;2010;201012;31-DEC-10;Įsipareigojimas;Standard;Finmin/691/gavimas;Įsipareigojimas;775271.44
119;"LR finansų ministerija";691;V;PASKOLA;EUR;"Finmin/691/ gavimas";2011;201101;24-JAN-11;Įsipareigojimas;Standard;"Finmin/691/ gavimas";Įsipareigojimas;24257.53
119;"LR finansų ministerija";677;V;PASKOLA;EUR;Gavimas/677/2011;2011;201103;28-MAR-11;Įsipareigojimas;Standard;Gavimas/677/2011;Įsipareigojimas;39488
119;"LR finansų ministerija";235;V;PALUKANOS;USD;"FINMIN 235/2011/01";2011;201103;30-MAR-11;Įsipareigojimas;Standard;"FINMIN 235/2011/01";Įsipareigojimas;6445.96
119;"SEB bankas";0040512020516-05;S;PALUKANOS;LTL;palūk/516/2011/03;2011;201103;31-MAR-11;Įsipareigojimas;Standard;palūk/516/2011/03;Įsipareigojimas;12705.58
119;"SEB bankas";0040512020517-05;S;PALUKANOS;LTL;palūk/517/2011/03;2011;201103;31-MAR-11;Įsipareigojimas;Standard;palūk/517/2011/03;Įsipareigojimas;11235.65
119;"SEB bankas";0020312020094/09;S;PALUKANOS;LTL;palūk//09/201/03;2011;201103;31-MAR-11;Įsipareigojimas;Standard;palūk//09/201/03;Įsipareigojimas;4928.11
119;"SEB bankas";A64-40/001061201023-21;S;PALUKANOS;LTL;seb/64-40/2011/01;2011;201103;31-MAR-11;Įsipareigojimas;Standard;seb/64-40/2011/01;Įsipareigojimas;128750.15
119;"Nordea Bank AB Lietuvos skyrius";KS04/07/05;S;PALUKANOS;LTL;palūkan/05/03;2011;201104;01-APR-11;Įsipareigojimas;Standard;palūkan/05/03;Įsipareigojimas;15261.45
119;"Nordic Investment Bank";L5248;S;PALUKANOS;EUR;"L5248/ pal8k/2011/01";2011;201104;14-APR-11;Įsipareigojimas;Standard;"L5248/ pal8k/2011/01";Įsipareigojimas;79794.92
119;"Nordic Investment Bank";L5248;S;PALUKANOS;EUR;L5248/2011/dels;2011;201104;20-APR-11;Įsipareigojimas;Standard;L5248/2011/dels;Įsipareigojimas;86.92
119;"LR finansų ministerija";"NR. 620";V;PASKOLA;EUR;Gavim/620/2011/8/2011;2011;201104;22-APR-11;Įsipareigojimas;Standard;Gavim/620/2011/8/2011;Įsipareigojimas;158478.54
119;"SEB bankas";A64-34/0040712021596-21;S;PALUKANOS;LTL;SEBA64-34/2011-01;2011;201104;26-APR-11;Įsipareigojimas;Standard;SEBA64-34/2011-01;Įsipareigojimas;1920224.07
119;"Nordea Bank AB Lietuvos skyrius";KS04/07/05;S;PALUKANOS;LTL;KS02/07/05/2011/05;2011;201105;02-MAY-11;Įsipareigojimas;Standard;KS02/07/05/2011/05;Įsipareigojimas;18067.92
119;ERPB;22826;S;PALUKANOS;EUR;ERPB2011/02;2011;201105;03-MAY-11;Įsipareigojimas;Standard;ERPB2011/02;Įsipareigojimas;16793.6
111;"Swedbank lizingas, UAB";LT026493;V;PALUKANOS;LTL;LS002710862-K;2010;201009;28-SEP-10;Įsipareigojimas;"Credit Memo";LS002710862-K;Įsipareigojimas;-7679.76
111;"Swedbank lizingas, UAB";LT026493;V;PALUKANOS;LTL;LS0002582872-K;2010;201009;28-SEP-10;Įsipareigojimas;"Credit Memo";LS0002582872-K;Įsipareigojimas;-8917.58
111;"Swedbank lizingas, UAB";LT026492;V;PALUKANOS;LTL;LS0002710861-K;2010;201009;28-SEP-10;Įsipareigojimas;"Credit Memo";LS0002710861-K;Įsipareigojimas;-22211.33
111;"Swedbank lizingas, UAB";LT026492;V;PALUKANOS;LTL;LS0002465282-K;2010;201009;28-SEP-10;Įsipareigojimas;"Credit Memo";LS0002465282-K;Įsipareigojimas;-67128.48
