BIUDZETAS;SEGMENT1;SEGMENT2;SEGMENT3;SEGMENT4;SEGMENT5;SEGMENT6;SEGMENT7;SEGMENT8;SEGMENT9;SEGMENT10;METINE_SUMA;I_KETV;II_KETV;III_KETV;IV_KETV
"2022 VMS IV K.";302716948;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.7.;4000070;21070;000000000;0000000;2500;1000;1000;500;0
"2022 VMS IV K.";190021155;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.2.;4000070;21070;000000000;0000000;800;200;200;200;200
"2022 VMS IV K.";190032212;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.15.;4000070;21070;000000000;0000000;10000;10000;0;0;0
"2022 VMS IV K.";290023730;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.30.L.;4000070;21070;000000000;0000000;8900;4100;4000;1000;-200
"2022 VMS IV K.";190015444;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.5.;4000070;21070;000000000;0000000;700;100;100;100;400
"2022 VMS IV K.";290015630;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.5.;4000070;21070;000000000;0000000;400;100;100;100;100
"2022 VMS IV K.";290015630;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.21.;4000070;21070;000000000;0000000;2000;500;500;500;500
"2022 VMS IV K.";190011613;0000000;20;201090201;09.01.01.01.;3.1.2.1.1.2.;4000070;21070;000000000;0000000;400;400;0;0;0
"2022 VMS IV K.";190013055;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.21.;4000070;21070;000000000;0000000;3000;1000;1000;1000;0
"2022 VMS IV K.";190022595;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.21.;4000070;21070;000000000;0000000;2400;500;900;500;500
"2022 VMS IV K.";190022595;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.30.L.;4000070;21070;000000000;0000000;21800;10000;4600;5000;2200
"2022 VMS IV K.";190033652;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.21.;4000070;21070;000000000;0000000;4200;200;200;3500;300
"2022 VMS IV K.";190019318;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.1.;4000070;21070;000000000;0000000;32900;8100;8100;8100;8600
"2022 VMS IV K.";190019994;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.1.;4000070;21070;000000000;0000000;76100;18900;18900;18900;19400
"2022 VMS IV K.";190021155;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.1.;4000070;21070;000000000;0000000;65900;16300;16300;16300;17000
"2022 VMS IV K.";190022595;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.1.;4000070;21070;000000000;0000000;63700;15800;15800;15800;16300
"2022 VMS IV K.";190016699;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.21.;4000070;21070;000000000;0000000;2300;1000;500;0;800
"2022 VMS IV K.";190033314;0000000;20;201090201;09.01.01.01.;3.1.2.1.1.2.;4000070;21070;000000000;0000000;1000;200;200;300;300
"2022 VMS IV K.";190015444;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.15.;4000070;21070;000000000;0000000;3000;;3000;0;0
"2022 VMS IV K.";190022257;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.7.;4000070;21070;000000000;0000000;2700;;1500;1500;-300
"2022 VMS IV K.";190032027;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.21.;4000070;21070;000000000;0000000;1500;2000;2000;-2500;0
"2022 VMS IV K.";190019275;0000000;20;201090201;09.01.01.01.;3.1.1.3.1.2.;4000070;21070;000000000;0000000;1600;;;1600;0
"2022 VMS IV K.";190017986;0000000;20;201090201;09.01.01.01.;3.1.1.2.1.3.;4000070;21070;000000000;0000000;5000;2000;2000;1000;0
"2022 VMS IV K.";190017986;0000000;20;201090201;09.01.01.01.;3.1.2.1.1.2.;4000070;21070;000000000;0000000;300;;;;300
"2022 VMS IV K.";190020249;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.7.;4000070;21070;000000000;0000000;300;;100;100;100
"2022 VMS IV K.";190012868;0000000;20;201090201;09.01.01.01.;3.1.1.2.1.3.;4000070;21070;000000000;0000000;6200;;2000;4200;0
"2022 VMS IV K.";190017452;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.5.;4000070;21070;000000000;0000000;500;200;100;100;100
"2022 VMS IV K.";190018554;0000000;20;201090201;09.01.01.01.;3.1.1.3.1.2.;4000070;21070;000000000;0000000;2000;;1000;1000;0
"2022 VMS IV K.";190028662;0000000;20;201090201;09.01.01.01.;2.2.1.1.1.5.;4000070;21070;000000000;0000000;100;;100;0;0
"2022 VMS IV K.";190022061;0000000;20;201090201;09.01.02.01.;2.2.1.1.1.2.;4000140;21070;000000000;0000000;200;100;100;0;0
"2022 VMS IV K.";190016165;0000000;20;201090201;09.01.02.01.;2.2.1.1.1.1.;4000140;21070;000000000;0000000;13200;3200;3200;3200;3600
"2022 VMS IV K.";191713046;0000000;20;201090201;09.01.02.01.;2.2.1.1.1.2.;4000140;21070;000000000;0000000;200;;100;0;100
"2022 VMS IV K.";191662185;0000000;20;201090201;09.05.01.01.;2.2.1.1.1.2.;4000280;21070;000000000;0000000;2000;500;500;500;500
"2022 VMS IV K.";191662185;0000000;20;201090201;09.05.01.01.;2.2.1.1.1.5.;4000280;21070;000000000;0000000;3200;800;800;800;800
"2022 VMS IV K.";191662566;0000000;20;201090201;09.05.01.01.;2.2.1.1.1.5.;4000280;21070;000000000;0000000;800;200;200;200;200
"2022 VMS IV K.";191662228;0000000;20;201090201;09.05.01.01.;2.2.1.1.1.5.;4000280;21070;000000000;0000000;600;200;100;200;100
"2022 VMS IV K.";190007159;0000000;20;201090201;09.02.01.01.;2.2.1.1.1.1.;4000278;21070;000000000;0000000;4500;1000;1000;1000;1500
"2022 VMS IV K.";190002411;0000000;20;201090201;09.02.01.01.;2.2.1.1.1.21.;4000278;21070;000000000;0000000;500;100;200;200;0
"2022 VMS IV K.";191317260;0000000;20;201090201;09.02.02.01.;2.2.1.1.1.30.L.;4000229;21070;000000000;0000000;8400;1000;1900;500;5000
"2022 VMS IV K.";190008065;0000000;20;201090202;09.02.01.01.;2.2.1.1.1.15.;4000291;21070;000000000;0000000;8700;3700;3000;1000;1000
"2022 VMS IV K.";188710061;0000000;01;209020102;03.06.01.01.;2.2.1.1.1.30.K.;1600014;16400;000000000;000000;94300;16000;46000;16000;16300
"2022 VMS IV K.";188710061;0000000;01;203010103;07.06.01.02.;2.8.1.1.1.2.;6000775;21060;000000000;000000;100000;25000;25000;25000;25000
"2022 VMS IV K.";188710061;0000000;01;20301040101;07.06.01.02.;2.8.1.1.1.2.;6000901;21060;000000000;000000;1211000;253000;253000;253000;452000
"2022 VMS IV K.";188710061;0000000;3M01;203010105;07.06.01.02.;2.8.1.1.1.2.;6000808;21060;000000000;000000;38900;9800;9700;9700;9700
"2022 VMS IV K.";301850606;0000000;2M21;203010302;07.06.01.02.;2.2.1.1.1.14.;6000797;21060;000000000;000000;6300;800;2300;1300;1900
"2022 VMS IV K.";190022823;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.2.;4000011;21070;000000000;0000000;700;400;300;0;0
"2022 VMS IV K.";190030161;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.2.;4000011;21070;000000000;0000000;700;400;300;0;0
"2022 VMS IV K.";190027560;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.21.;4000011;21070;000000000;0000000;700;400;300;0;0
"2022 VMS IV K.";190648058;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.21.;4000011;21070;000000000;0000000;600;300;300;0;0
"2022 VMS IV K.";190019275;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.21.;4000010;21070;000000000;0000000;200;200;100;0;-100
"2022 VMS IV K.";302716948;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.21.;4000010;21070;000000000;0000000;200;300;-100;0;0
"2022 VMS IV K.";190012715;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.21.;4000010;21070;000000000;0000000;400;200;200;0;0
"2022 VMS IV K.";190031459;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.21.;4000010;21070;000000000;0000000;900;600;500;0;-200
"2022 VMS IV K.";190020249;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.21.;4000010;21070;000000000;0000000;100;100;0;0;0
"2022 VMS IV K.";190020968;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.21.;4000010;21070;000000000;0000000;600;300;300;0;0
"2022 VMS IV K.";190017267;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.21.;4000010;21070;000000000;0000000;400;200;200;0;0
"2022 VMS IV K.";190022061;0000000;01;201030105;09.01.02.01.;2.2.1.1.1.21.;4000080;21070;000000000;0000000;800;500;400;0;-100
"2022 VMS IV K.";190003470;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.21.;4000152;21070;000000000;0000000;3300;1700;1600;0;0
"2022 VMS IV K.";191665719;0000000;01;201010102;09.02.01.01.;2.2.1.1.1.21.;4000150;21070;000000000;0000000;5800;1900;1900;2000;0
"2022 VMS IV K.";191709681;0000000;01;201010102;09.02.01.01.;2.2.1.1.1.21.;4000150;21070;000000000;0000000;2700;200;1200;0;1300
"2022 VMS IV K.";190002411;0000000;01;201010102;09.02.01.01.;2.2.1.1.1.21.;4000150;21070;000000000;0000000;2400;1400;1300;0;-300
"2022 VMS IV K.";290003090;0000000;01;201010102;09.02.01.01.;2.2.1.1.1.21.;4000150;21070;000000000;0000000;2200;1100;1100;0;0
"2022 VMS IV K.";190007497;0000000;01;201010102;09.02.01.01.;2.2.1.1.1.21.;4000150;21070;000000000;0000000;2000;700;700;0;600
"2022 VMS IV K.";302522904;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.21.;4000152;21070;000000000;0000000;1700;900;800;0;0
"2022 VMS IV K.";190661333;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.21.;4000153;21070;000000000;0000000;1700;900;800;0;0
"2022 VMS IV K.";190002030;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.21.;4000152;21070;000000000;0000000;2700;1600;1500;0;-400
"2022 VMS IV K.";190648058;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.30.L.;4000011;21070;000000000;0000000;9100;2300;2300;2300;2200
"2022 VMS IV K.";190020434;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.30.L.;4000010;21070;000000000;0000000;8400;2100;2400;3800;100
"2022 VMS IV K.";190013621;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.30.L.;4000010;21070;000000000;0000000;11300;2600;2600;4100;2000
"2022 VMS IV K.";190023359;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.30.L.;4000010;21070;000000000;0000000;9800;2400;2500;2500;2400
"2022 VMS IV K.";190029198;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.30.L.;4000010;21070;000000000;0000000;5600;2200;2100;2000;-700
"2022 VMS IV K.";304111905;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.30.L.;4000010;21070;000000000;0000000;18600;1200;1200;16300;-100
"2022 VMS IV K.";191713046;0000000;01;201030105;09.01.02.01.;2.2.1.1.1.30.L.;4000080;21070;000000000;0000000;10500;2700;5600;2200;0
"2022 VMS IV K.";191665480;0000000;01;201030105;09.01.02.01.;2.2.1.1.1.30.L.;4000080;21070;000000000;0000000;15400;3900;3900;8300;-700
"2022 VMS IV K.";190007344;0000000;01;201010102;09.02.01.01.;2.2.1.1.1.30.L.;4000151;21070;000000000;0000000;19600;4900;4900;4900;4900
"2022 VMS IV K.";195005870;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.30.L.;4000153;21070;000000000;0000000;51500;12900;12900;12900;12800
"2022 VMS IV K.";190005717;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.30.L.;4000152;21070;000000000;0000000;11700;3000;3000;2900;2800
"2022 VMS IV K.";191722390;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.30.L.;4000152;21070;000000000;0000000;13700;3300;3200;5000;2200
"2022 VMS IV K.";190002030;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.30.L.;4000152;21070;000000000;0000000;29100;11800;11700;3300;2300
"2022 VMS IV K.";190001081;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.30.L.;4000152;21070;000000000;0000000;27100;4000;6600;10600;5900
"2022 VMS IV K.";190022823;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.5.;4000011;21070;000000000;0000000;200;100;100;0;0
"2022 VMS IV K.";190648058;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.5.;4000011;21070;000000000;0000000;200;100;100;0;0
"2022 VMS IV K.";190019275;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.5.;4000010;21070;000000000;0000000;200;100;100;0;0
"2022 VMS IV K.";190016927;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.5.;4000010;21070;000000000;0000000;200;100;100;0;0
"2022 VMS IV K.";190033271;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.5.;4000010;21070;000000000;0000000;200;100;100;0;0
"2022 VMS IV K.";190031982;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.5.;4000010;21070;000000000;0000000;200;100;100;0;0
"2022 VMS IV K.";190014680;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.5.;4000010;21070;000000000;0000000;400;100;100;200;0
"2022 VMS IV K.";190028096;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.5.;4000010;21070;000000000;0000000;200;100;100;0;0
"2022 VMS IV K.";190032027;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.5.;4000010;21070;000000000;0000000;200;100;100;0;0
"2022 VMS IV K.";190648396;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.5.;4000011;21070;000000000;0000000;200;100;100;0;0
"2022 VMS IV K.";290013960;0000000;01;201030105;09.01.02.01.;2.2.1.1.1.5.;4000080;21070;000000000;0000000;400;100;100;100;100
"2022 VMS IV K.";195008076;0000000;01;201030105;09.01.02.01.;2.2.1.1.1.5.;4000080;21070;000000000;0000000;200;100;100;0;0
"2022 VMS IV K.";190001843;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.5.;4000152;21070;000000000;0000000;400;100;200;100;0
"2022 VMS IV K.";190032212;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.3.;4000010;21070;000000000;0000000;3400;1100;900;600;800
"2022 VMS IV K.";190026654;0000000;01;201030105;09.01.02.01.;2.2.1.1.1.20.3.;4000080;21070;000000000;0000000;3100;800;700;1000;600
"2022 VMS IV K.";190012715;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.2.;4000010;21070;000000000;0000000;400;200;200;0;0
"2022 VMS IV K.";190025890;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.2.;4000010;21070;000000000;0000000;600;300;300;0;0
"2022 VMS IV K.";190033314;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.2.;4000010;21070;000000000;0000000;600;300;300;0;0
"2022 VMS IV K.";191326124;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.2.;4000010;21070;000000000;0000000;200;300;100;-100;-100
"2022 VMS IV K.";190020815;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.2.;4000010;21070;000000000;0000000;700;400;300;0;0
"2022 VMS IV K.";190012868;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.2.;4000010;21070;000000000;0000000;600;300;300;0;0
"2022 VMS IV K.";190013774;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.2.;4000010;21070;000000000;0000000;400;300;300;0;-200
"2022 VMS IV K.";190027941;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.2.;4000010;21070;000000000;0000000;1200;700;700;0;-200
"2022 VMS IV K.";190022061;0000000;01;201030105;09.01.02.01.;2.2.1.1.1.2.;4000080;21070;000000000;0000000;400;400;300;0;-300
"2022 VMS IV K.";190032365;0000000;01;201030105;09.01.02.01.;2.2.1.1.1.2.;4000080;21070;000000000;0000000;600;300;300;0;0
"2022 VMS IV K.";195007921;0000000;01;201030105;09.01.02.01.;2.2.1.1.1.2.;4000080;21070;000000000;0000000;600;300;300;0;0
"2022 VMS IV K.";190000894;0000000;01;201010102;09.02.01.01.;2.2.1.1.1.2.;4000150;21070;000000000;0000000;1100;600;500;0;0
"2022 VMS IV K.";190006242;0000000;01;201010102;09.02.01.01.;2.2.1.1.1.2.;4000150;21070;000000000;0000000;1300;400;400;500;0
"2022 VMS IV K.";301806652;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.2.;4000152;21070;000000000;0000000;1500;500;400;0;600
"2022 VMS IV K.";190012715;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.1.;4000010;21070;000000000;0000000;26300;16500;2300;200;7300
"2022 VMS IV K.";190016012;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.1.;4000010;21070;000000000;0000000;32900;20100;2700;0;10100
"2022 VMS IV K.";190025890;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.1.;4000010;21070;000000000;0000000;42300;26900;3400;0;12000
"2022 VMS IV K.";190013774;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.1.;4000010;21070;000000000;0000000;93800;57900;0;3100;32800
"2022 VMS IV K.";190027941;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.1.;4000010;21070;000000000;0000000;54000;27500;7800;0;18700
"2022 VMS IV K.";190032746;0000000;01;201030105;09.01.02.01.;2.2.1.1.1.20.1.;4000080;21070;000000000;0000000;38700;20400;5100;0;13200
"2022 VMS IV K.";190003666;0000000;01;201010102;09.02.01.01.;2.2.1.1.1.20.1.;4000150;21070;000000000;0000000;86800;54600;8000;0;24200
"2022 VMS IV K.";190004615;0000000;01;201010102;09.02.01.01.;2.2.1.1.1.20.1.;4000150;21070;000000000;0000000;155100;65500;31000;0;58600
"2022 VMS IV K.";190005489;0000000;01;201010102;09.02.01.01.;2.2.1.1.1.20.1.;4000150;21070;000000000;0000000;116300;71300;5900;100;39000
"2022 VMS IV K.";195008119;0000000;01;201010102;09.02.01.01.;2.2.1.1.1.20.1.;4000150;21070;000000000;0000000;58800;35200;6500;0;17100
"2022 VMS IV K.";290003090;0000000;01;201010102;09.02.01.01.;2.2.1.1.1.20.1.;4000150;21070;000000000;0000000;69300;33600;11300;0;24400
"2022 VMS IV K.";190001843;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.20.1.;4000152;21070;000000000;0000000;140700;62400;27000;0;51300
"2022 VMS IV K.";190004387;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.20.1.;4000152;21070;000000000;0000000;77200;48700;7200;0;21300
"2022 VMS IV K.";190661333;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.20.1.;4000153;21070;000000000;0000000;43300;34900;0;0;8400
"2022 VMS IV K.";190001124;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.20.1.;4000152;21070;000000000;0000000;48900;26700;6800;0;15400
"2022 VMS IV K.";190001081;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.20.1.;4000152;21070;000000000;0000000;80700;45600;10400;0;24700
"2022 VMS IV K.";190008827;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.20.1.;4000153;21070;000000000;0000000;44900;33400;0;0;11500
"2022 VMS IV K.";190019275;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.2.;4000010;21070;000000000;0000000;5500;1800;1500;2200;0
"2022 VMS IV K.";190012487;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.2.;4000010;21070;000000000;0000000;12100;4200;1600;3600;2700
"2022 VMS IV K.";190028324;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.2.;4000010;21070;000000000;0000000;23500;5000;6000;6800;5700
"2022 VMS IV K.";190015782;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.2.;4000010;21070;000000000;0000000;10300;2500;2300;3200;2300
"2022 VMS IV K.";190017114;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.2.;4000010;21070;000000000;0000000;8200;1700;1800;3100;1600
"2022 VMS IV K.";190014680;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.2.;4000010;21070;000000000;0000000;10900;3500;1900;3000;2500
"2022 VMS IV K.";190020815;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.2.;4000010;21070;000000000;0000000;13400;3100;3100;4300;2900
"2022 VMS IV K.";190023544;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.2.;4000010;21070;000000000;0000000;13600;3400;3100;4000;3100
"2022 VMS IV K.";191665861;0000000;01;201030105;09.01.02.01.;2.2.1.1.1.20.2.;4000080;21070;000000000;0000000;10700;3500;2200;2400;2600
"2022 VMS IV K.";191713046;0000000;01;201030105;09.01.02.01.;2.2.1.1.1.20.2.;4000080;21070;000000000;0000000;9300;1000;1900;1700;4700
"2022 VMS IV K.";190003470;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.20.2.;4000152;21070;000000000;0000000;32500;9200;10600;2500;10200
"2022 VMS IV K.";191665719;0000000;01;201010102;09.02.01.01.;2.2.1.1.1.20.2.;4000150;21070;000000000;0000000;59600;17900;17800;5400;18500
"2022 VMS IV K.";304089960;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.20.2.;4000152;21070;000000000;0000000;23900;4200;6600;4400;8700
"2022 VMS IV K.";191715620;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.20.2.;4000152;21070;000000000;0000000;2700;300;200;400;1800
"2022 VMS IV K.";191662185;0000000;01;201020101;09.05.01.01.;2.2.1.1.1.20.2.;4000240;21070;000000000;0000000;20500;6300;5500;3000;5700
"2022 VMS IV K.";190026316;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.3.;4000011;21070;000000000;0000000;2300;500;400;300;1100
"2022 VMS IV K.";190648058;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.3.;4000011;21070;000000000;0000000;2700;800;700;400;800
"2022 VMS IV K.";190016927;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.3.;4000010;21070;000000000;0000000;1300;400;300;300;300
"2022 VMS IV K.";190029383;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.3.;4000010;21070;000000000;0000000;4700;1400;1200;1000;1100
"2022 VMS IV K.";190012715;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.3.;4000010;21070;000000000;0000000;1000;300;300;200;200
"2022 VMS IV K.";190012334;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.3.;4000010;21070;000000000;0000000;2000;600;500;400;500
"2022 VMS IV K.";190013436;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.3.;4000010;21070;000000000;0000000;2300;700;600;400;600
"2022 VMS IV K.";190011951;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.3.;4000010;21070;000000000;0000000;4100;1000;900;1300;900
"2022 VMS IV K.";190014157;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.3.;4000010;21070;000000000;0000000;3400;900;700;1100;700
"2022 VMS IV K.";302538698;0000000;0205;201060101;09.01.01.01.;2.1.1.1.1.1.;4000030;21070;000000000;0000000;102100;24200;41400;8600;27900
"2022 VMS IV K.";302825082;0000000;0205;201060101;09.01.01.01.;2.1.1.1.1.1.;4000030;21070;000000000;0000000;541900;129200;220700;45800;146200
"2022 VMS IV K.";195007921;0000000;01;201030105;09.01.02.01.;2.2.1.1.1.20.3.;4000080;21070;000000000;0000000;1500;400;600;100;400
"2022 VMS IV K.";291710460;0000000;01;201010102;09.02.01.01.;2.2.1.1.1.20.3.;4000150;21070;000000000;0000000;500;200;200;100;0
"2022 VMS IV K.";195472315;0000000;01;201010102;09.02.01.01.;2.2.1.1.1.20.3.;4000150;21070;000000000;0000000;5200;1100;900;2400;800
"2022 VMS IV K.";195008119;0000000;01;201010102;09.02.01.01.;2.2.1.1.1.20.3.;4000150;21070;000000000;0000000;3900;800;700;1700;700
"2022 VMS IV K.";190001843;0000000;01;201010102;09.02.02.01.;2.2.1.1.1.20.3.;4000152;21070;000000000;0000000;6500;1500;1300;2400;1300
"2022 VMS IV K.";191662413;0000000;01;201020101;09.05.01.01.;2.2.1.1.1.20.3.;4000240;21070;000000000;0000000;1000;300;300;100;300
"2022 VMS IV K.";190030161;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.4.;4000011;21070;000000000;0000000;700;1400;-700;0;0
"2022 VMS IV K.";190019275;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.4.;4000010;21070;000000000;0000000;300;300;0;0;0
"2022 VMS IV K.";190012487;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.4.;4000010;21070;000000000;0000000;500;700;-200;0;0
"2022 VMS IV K.";190013589;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.4.;4000010;21070;000000000;0000000;600;900;-300;0;0
"2022 VMS IV K.";304028651;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.4.;4000010;21070;000000000;0000000;700;1000;-300;0;0
"2022 VMS IV K.";190029045;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.4.;4000010;21070;000000000;0000000;700;1000;-300;0;0
"2022 VMS IV K.";190023882;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.4.;4000010;21070;000000000;0000000;700;1000;-300;0;0
"2022 VMS IV K.";190028662;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.4.;4000010;21070;000000000;0000000;700;1000;-300;0;0
"2022 VMS IV K.";190013055;0000000;01;201030102;09.01.01.01.;2.2.1.1.1.20.4.;4000010;21070;000000000;0000000;500;700;-200;0;0
